date,currency_code,name,local_price,dollar_ex,dollar_price
4/1/01,SGD,Singapore,3.3,1,3.3
4/1/01,ZAR,South Africa,9.7,8,1.21
4/1/01,KRW,South Korea,3000,1325,2.26
4/1/01,SEK,Sweden,24,10,2.4
4/1/01,CHF,Switzerland,6.3,1,6.3
4/1/01,TWD,Taiwan,70,32,2.19
4/1/01,THB,Thailand,55,45,1.22
4/1/01,USD,United States,2.24,1,2.24
4/1/02,ARS,Argentina,2.5,3,0.83
4/1/02,AUD,Australia,3,1,3
4/1/02,BRL,Brazil,3.6,2,1.8
4/1/02,GBP,Britain,1.99,1,1.99
4/1/02,CAD,Canada,3.33,1,3.33
4/1/02,CLP,Chile,1400,655,2.14
4/1/02,CNY,China,10.5,8,1.31
4/1/02,CZK,Czech Republic,56.28,34,1.66
4/1/02,DKK,Denmark,24.75,8,3.09
4/1/02,EUR,Euro area,2.67,1,2.67
4/1/02,HKD,Hong Kong,11.2,8,1.4
4/1/02,HUF,Hungary,459,272,1.69
4/1/02,IDR,Indonesia,16000,9430,1.7
4/1/02,ILS,Israel,12,4,3
4/1/02,JPY,Japan,262,130,2.02
4/1/02,MYR,Malaysia,5.04,3,1.68
4/1/02,MXN,Mexico,21.9,9,2.43
4/1/02,NZD,New Zealand,3.6,2,1.8
4/1/02,NOK,Norway,35,8,4.38
4/1/02,PEN,Peru,8.5,3,2.83
4/1/02,PHP,Philippines,65,51,1.27
4/1/02,PLN,Poland,5.9,4,1.48
4/1/02,RUB,Russia,39,31,1.26
4/1/02,SGD,Singapore,3.3,1,3.3
4/1/02,ZAR,South Africa,9.7,10,0.97
4/1/02,KRW,South Korea,3100,1304,2.38
4/1/02,SEK,Sweden,26,10,2.6
4/1/02,CHF,Switzerland,6.3,1,6.3
4/1/02,TWD,Taiwan,70,34,2.06
4/1/02,THB,Thailand,55,43,1.28
4/1/02,TRY,Turkey,4000000,1324500,3.02
4/1/02,USD,United States,2.35,1,2.35
4/1/02,VEF,Venezuela,2500,857,2.92
4/1/03,ARS,Argentina,4.1,2,2.05
4/1/03,AUD,Australia,3,1,3
4/1/03,BRL,Brazil,4.55,3,1.52
4/1/03,GBP,Britain,1.99,1,1.99
4/1/03,CAD,Canada,3.2,1,3.2
4/1/03,CLP,Chile,1400,716,1.96
4/1/03,CNY,China,9.9,8,1.24
4/1/03,CZK,Czech Republic,56.57,28,2.02
4/1/03,DKK,Denmark,27.75,6,4.62
4/1/03,EGP,Egypt,8,5,1.6
4/1/03,EUR,Euro area,2.71,1,2.71
4/1/03,HKD,Hong Kong,11.5,7,1.64
4/1/03,HUF,Hungary,490,224,2.19
4/1/03,IDR,Indonesia,16100,8740,1.84
4/1/03,JPY,Japan,262,120,2.18
4/1/03,MYR,Malaysia,5.04,3,1.68
4/1/03,MXN,Mexico,23,10,2.3
4/1/03,NZD,New Zealand,3.95,1,3.95
4/1/03,PEN,Peru,7.9,3,2.63
4/1/03,PHP,Philippines,65,52,1.25
4/1/03,PLN,Poland,6.3,3,2.1
4/1/03,RUB,Russia,41,31,1.32
4/1/03,SGD,Singapore,3.3,1,3.3
4/1/03,ZAR,South Africa,13.95,7,1.99
4/1/03,KRW,South Korea,3300,1220,2.7
4/1/03,SEK,Sweden,30,8,3.75
4/1/03,CHF,Switzerland,6.3,1,6.3
4/1/03,TWD,Taiwan,70,34,2.06
4/1/03,THB,Thailand,59,42,1.4
4/1/03,TRY,Turkey,3750000,1600500,2.34
4/1/03,USD,United States,2.46,1,2.46
4/1/03,VEF,Venezuela,3700,1598,2.32
5/1/04,ARS,Argentina,4.36,2,2.18
5/1/04,AUD,Australia,3.25,1,3.25
5/1/04,BRL,Brazil,5.4,3,1.8
5/1/04,GBP,Britain,1.88,1,1.88
5/1/04,CAD,Canada,3.19,1,3.19
5/1/04,CLP,Chile,1400,641,2.18
5/1/04,CNY,China,10.4,8,1.3
5/1/04,COP,Colombia,6500,2769,2.35
5/1/04,CRC,Costa Rica,1130,433,2.61
5/1/04,CZK,Czech Republic,56.42,26,2.17
5/1/04,DKK,Denmark,27.75,6,4.62
5/1/04,EGP,Egypt,10,6,1.67
5/1/04,EUR,Euro area,2.74,1,2.74
5/1/04,HKD,Hong Kong,12,7,1.71
5/1/04,HUF,Hungary,530,211,2.51
5/1/04,IDR,Indonesia,16100,9120,1.77
5/1/04,JPY,Japan,262,113,2.32
5/1/04,MYR,Malaysia,5.04,3,1.68
5/1/04,MXN,Mexico,24,11,2.18
5/1/04,NZD,New Zealand,4.35,1,4.35
5/1/04,NOK,Norway,35.5,6,5.92
5/1/04,PKR,Pakistan,110,57,1.93
5/1/04,PEN,Peru,8.99,3,3
5/1/04,PHP,Philippines,69,55,1.25
5/1/04,PLN,Poland,6.3,3,2.1
5/1/04,RUB,Russia,42,29,1.45
5/1/04,SAR,Saudi Arabia,2.4,3,0.8
5/1/04,SGD,Singapore,3.3,1,3.3
5/1/04,ZAR,South Africa,12.4,6,2.07
5/1/04,KRW,South Korea,3200,1177,2.72
5/1/04,LKR,Sri Lanka,140,99,1.41
5/1/04,SEK,Sweden,30,7,4.29
5/1/04,CHF,Switzerland,6.3,1,6.3
5/1/04,TWD,Taiwan,75,33,2.27
5/1/04,THB,Thailand,59,40,1.48
5/1/04,TRY,Turkey,3950000,1531000,2.58
5/1/04,UAH,Ukraine,7.25,5,1.45
5/1/04,USD,United States,2.47,1,2.47
5/1/04,UYU,Uruguay,29.8,29,1.03
5/1/04,VEF,Venezuela,4400,2977,1.48
6/1/05,ARS,Argentina,4.75,2,2.38
6/1/05,AUD,Australia,3.25,1,3.25
6/1/05,BRL,Brazil,5.9,2,2.95
6/1/05,GBP,Britain,1.88,1,1.88
6/1/05,CAD,Canada,3.28,1,3.28
6/1/05,CLP,Chile,1500,592,2.53
6/1/05,CNY,China,10.5,8,1.31
6/1/05,COP,Colombia,6500,2327,2.79
6/1/05,CRC,Costa Rica,1130,475,2.38
6/1/05,CZK,Czech Republic,56.42,24,2.35
6/1/05,DKK,Denmark,27.75,6,4.62
6/1/05,EGP,Egypt,9,5,1.8
6/1/05,EUR,Euro area,2.92,1,2.92
6/1/05,HKD,Hong Kong,12,7,1.71
6/1/05,HUF,Hungary,530,203,2.61
6/1/05,IDR,Indonesia,14600,9545,1.53
6/1/05,JPY,Japan,250,106,2.36
6/1/05,MYR,Malaysia,5.25,3,1.75
6/1/05,MXN,Mexico,28,10,2.8
6/1/05,NZD,New Zealand,4.45,1,4.45
6/1/05,NOK,Norway,39,6,6.5
6/1/05,PKR,Pakistan,130,59,2.2
6/1/05,PEN,Peru,8.99,3,3
6/1/05,PHP,Philippines,80,54,1.48
6/1/05,PLN,Poland,6.5,3,2.17
6/1/05,RUB,Russia,42,28,1.5
6/1/05,SAR,Saudi Arabia,9,3,3
6/1/05,SGD,Singapore,3.6,1,3.6
6/1/05,ZAR,South Africa,13.95,6,2.32
6/1/05,KRW,South Korea,2500,1005,2.49
6/1/05,LKR,Sri Lanka,175,99,1.77
6/1/05,SEK,Sweden,31,7,4.43
6/1/05,CHF,Switzerland,6.3,1,6.3
6/1/05,TWD,Taiwan,75,31,2.42
6/1/05,THB,Thailand,60,40,1.5
6/1/05,TRY,Turkey,4,1,4
6/1/05,AED,UAE,9,3,3
6/1/05,UAH,Ukraine,7.25,5,1.45
6/1/05,USD,United States,2.58,1,2.58
6/1/05,UYU,Uruguay,44,24,1.83
6/1/05,VEF,Venezuela,5600,2629,2.13
1/1/06,ARS,Argentina,4.75,3,1.58
1/1/06,AUD,Australia,3.25,1,3.25
1/1/06,BRL,Brazil,6.2,2,3.1
1/1/06,GBP,Britain,1.88,1,1.88
1/1/06,CAD,Canada,3.52,1,3.52
1/1/06,CLP,Chile,1560,522,2.99
1/1/06,CNY,China,10.5,8,1.31
1/1/06,CZK,Czech Republic,62,23,2.7
1/1/06,DKK,Denmark,27.75,6,4.62
1/1/06,EGP,Egypt,9.25,5,1.85
1/1/06,EUR,Euro area,2.91,1,2.91
1/1/06,HKD,Hong Kong,12,7,1.71
1/1/06,HUF,Hungary,560,206,2.72
1/1/06,IDR,Indonesia,14600,9460,1.54
1/1/06,JPY,Japan,250,114,2.19
1/1/06,MYR,Malaysia,5.5,3,1.83
1/1/06,MXN,Mexico,28,10,2.8
1/1/06,NZD,New Zealand,4.45,1,4.45
1/1/06,PEN,Peru,9.5,3,3.17
1/1/06,PHP,Philippines,82,52,1.58
1/1/06,PLN,Poland,6.5,3,2.17
1/1/06,RUB,Russia,46,28,1.64
1/1/06,SGD,Singapore,3.6,1,3.6
1/1/06,ZAR,South Africa,13.95,6,2.32
1/1/06,KRW,South Korea,2500,977,2.56
1/1/06,SEK,Sweden,33,7,4.71
1/1/06,CHF,Switzerland,6.3,1,6.3
1/1/06,TWD,Taiwan,75,31,2.42
1/1/06,THB,Thailand,60,39,1.54
1/1/06,TRY,Turkey,4.1,1,4.1
1/1/06,USD,United States,2.67,1,2.67
1/1/06,VEF,Venezuela,5900,2615,2.26
5/1/06,ARS,Argentina,7,3,2.33
5/1/06,AUD,Australia,3.25,1,3.25
5/1/06,BRL,Brazil,6.4,2,3.2
5/1/06,GBP,Britain,1.94,1,1.94
5/1/06,CAD,Canada,3.52,1,3.52
5/1/06,CLP,Chile,1560,529,2.95
5/1/06,CNY,China,10.5,8,1.31
5/1/06,COP,Colombia,6500,2503,2.6
5/1/06,CRC,Costa Rica,1130,509,2.22
5/1/06,CZK,Czech Republic,59.05,22,2.68
5/1/06,DKK,Denmark,27.75,5,5.55
5/1/06,EGP,Egypt,9.5,5,1.9
5/1/06,EUR,Euro area,2.939573529,1,2.94
5/1/06,HKD,Hong Kong,12,7,1.71
5/1/06,HUF,Hungary,560,206,2.72
5/1/06,IDR,Indonesia,14600,9325,1.57
5/1/06,JPY,Japan,250,112,2.23
5/1/06,MYR,Malaysia,5.5,3,1.83
5/1/06,MXN,Mexico,29,11,2.64
5/1/06,NZD,New Zealand,4.45,1,4.45
5/1/06,NOK,Norway,43,6,7.17
5/1/06,PKR,Pakistan,130,60,2.17
5/1/06,PEN,Peru,9.5,3,3.17
5/1/06,PHP,Philippines,85,52,1.63
5/1/06,PLN,Poland,6.5,3,2.17
5/1/06,RUB,Russia,48,27,1.78
5/1/06,SAR,Saudi Arabia,9,3,3
5/1/06,SGD,Singapore,3.6,1,3.6
5/1/06,ZAR,South Africa,13.95,6,2.32
5/1/06,KRW,South Korea,2500,952,2.63
5/1/06,LKR,Sri Lanka,190,102,1.86
5/1/06,SEK,Sweden,33,7,4.71
5/1/06,CHF,Switzerland,6.3,1,6.3
5/1/06,TWD,Taiwan,75,32,2.34
5/1/06,THB,Thailand,60,38,1.58
5/1/06,TRY,Turkey,4.2,1,4.2
5/1/06,AED,UAE,9,3,3
5/1/06,UAH,Ukraine,8.5,5,1.7
5/1/06,USD,United States,2.78,1,2.78
5/1/06,UYU,Uruguay,42.28,23,1.84
5/1/06,VEF,Venezuela,5701.25,2519,2.26
1/1/07,ARS,Argentina,8.25,3,2.75
1/1/07,AUD,Australia,3.45,1,3.45
1/1/07,BRL,Brazil,6.4,2,3.2
1/1/07,GBP,Britain,1.94,1,1.94
1/1/07,CAD,Canada,3.63,1,3.63
1/1/07,CLP,Chile,1670,540,3.09
1/1/07,CNY,China,11,7,1.57
1/1/07,COP,Colombia,6900,2239,3.08
1/1/07,CRC,Costa Rica,1130,509,2.22
1/1/07,CZK,Czech Republic,52.1,21,2.48
1/1/07,DKK,Denmark,27.75,5,5.55
1/1/07,EGP,Egypt,9.09,5,1.82
1/1/07,EUR,Euro area,2.94,1,2.94
1/1/07,HKD,Hong Kong,12,7,1.71
1/1/07,HUF,Hungary,590,194,3.04
1/1/07,IDR,Indonesia,15900,9090,1.75
1/1/07,JPY,Japan,280,121,2.31
1/1/07,MYR,Malaysia,5.5,3,1.83
1/1/07,MXN,Mexico,29,10,2.9
1/1/07,NZD,New Zealand,4.6,1,4.6
1/1/07,NOK,Norway,41.5,6,6.92
1/1/07,PKR,Pakistan,140,60,2.33
1/1/07,PEN,Peru,9.5,3,3.17
1/1/07,PHP,Philippines,85,49,1.73
1/1/07,PLN,Poland,6.9,2,3.45
1/1/07,RUB,Russia,49,26,1.88
1/1/07,SAR,Saudi Arabia,9,3,3
1/1/07,SGD,Singapore,3.6,1,3.6
1/1/07,ZAR,South Africa,15.5,7,2.21
1/1/07,KRW,South Korea,2900,940,3.09
1/1/07,LKR,Sri Lanka,190,102,1.86
1/1/07,SEK,Sweden,32,7,4.57
1/1/07,CHF,Switzerland,6.3,1,6.3
1/1/07,TWD,Taiwan,75,32,2.34
1/1/07,THB,Thailand,62,35,1.77
1/1/07,TRY,Turkey,4.55,1,4.55
1/1/07,AED,UAE,10,3,3.33
1/1/07,UAH,Ukraine,9,5,1.8
1/1/07,USD,United States,2.89,1,2.89
1/1/07,UYU,Uruguay,55,23,2.39
1/1/07,VEF,Venezuela,6800,4125,1.65
6/1/07,ARS,Argentina,8.25,3,2.75
6/1/07,AUD,Australia,3.45,1,3.45
6/1/07,BRL,Brazil,6.9,1,6.9
6/1/07,GBP,Britain,1.99,1,1.99
6/1/07,CAD,Canada,3.88,1,3.88
6/1/07,CLP,Chile,1565,526,2.98
6/1/07,CNY,China,11,7,1.57
6/1/07,COP,Colombia,6900,1956,3.53
6/1/07,CRC,Costa Rica,1130,518,2.18
6/1/07,CZK,Czech Republic,52.9,21,2.52
6/1/07,DKK,Denmark,27.75,5,5.55
6/1/07,EGP,Egypt,9.54,5,1.91
6/1/07,EUR,Euro area,3.057482443,1,3.06
6/1/07,HKD,Hong Kong,12,7,1.71
6/1/07,HUF,Hungary,600,180,3.33
6/1/07,IDR,Indonesia,15900,9015,1.76
6/1/07,JPY,Japan,280,122,2.3
6/1/07,MYR,Malaysia,5.5,3,1.83
6/1/07,MXN,Mexico,29,10,2.9
6/1/07,NZD,New Zealand,4.6,1,4.6
6/1/07,NOK,Norway,40,5,8
6/1/07,PKR,Pakistan,140,60,2.33
6/1/07,PEN,Peru,9.5,3,3.17
6/1/07,PHP,Philippines,85,45,1.89
6/1/07,PLN,Poland,6.9,2,3.45
6/1/07,RUB,Russia,52,25,2.08
6/1/07,SAR,Saudi Arabia,9,3,3
6/1/07,SGD,Singapore,3.95,1,3.95
6/1/07,ZAR,South Africa,15.5,6,2.58
6/1/07,KRW,South Korea,2900,922,3.15
6/1/07,LKR,Sri Lanka,210,111,1.89
6/1/07,SEK,Sweden,33,6,5.5
6/1/07,CHF,Switzerland,6.3,1,6.3
6/1/07,TWD,Taiwan,75,32,2.34
6/1/07,THB,Thailand,62,34,1.82
6/1/07,TRY,Turkey,4.75,1,4.75
6/1/07,AED,UAE,10,3,3.33
6/1/07,UAH,Ukraine,9.25,5,1.85
6/1/07,USD,United States,3,1,3
6/1/07,UYU,Uruguay,62,23,2.7
6/1/07,VEF,Venezuela,7400,2147,3.45
6/1/08,ARS,Argentina,11,3,3.67
6/1/08,AUD,Australia,3.45,1,3.45
6/1/08,BRL,Brazil,7.5,1,7.5
6/1/08,GBP,Britain,2.29,1,2.29
6/1/08,CAD,Canada,4.09,1,4.09
6/1/08,CLP,Chile,1550,494,3.14
6/1/08,CNY,China,12.5,6,2.08
6/1/08,COP,Colombia,7000,1798,3.89
6/1/08,CRC,Costa Rica,1800,551,3.27
6/1/08,CZK,Czech Republic,66.08,14,4.72
6/1/08,DKK,Denmark,28,4,7
6/1/08,EGP,Egypt,13,5,2.6
6/1/08,EUR,Euro area,3.36856,1,3.37
6/1/08,HKD,Hong Kong,13.3,7,1.9
6/1/08,HUF,Hungary,670,144,4.65
6/1/08,IDR,Indonesia,18700,9152,2.04
6/1/08,JPY,Japan,280,106,2.64
6/1/08,MYR,Malaysia,5.5,3,1.83
6/1/08,MXN,Mexico,32,10,3.2
6/1/08,NZD,New Zealand,4.9,1,4.9
6/1/08,NOK,Norway,40,5,8
6/1/08,PKR,Pakistan,140,70,2
6/1/08,PEN,Peru,9.5,2,4.75
6/1/08,PHP,Philippines,87,44,1.98
6/1/08,PLN,Poland,7,2,3.5
6/1/08,RUB,Russia,59,23,2.57
6/1/08,SAR,Saudi Arabia,10,3,3.33
6/1/08,SGD,Singapore,3.95,1,3.95
6/1/08,ZAR,South Africa,16.95,7,2.42
6/1/08,KRW,South Korea,3200,1018,3.14
6/1/08,LKR,Sri Lanka,210,107,1.96
6/1/08,SEK,Sweden,38,5,7.6
6/1/08,CHF,Switzerland,6.5,1,6.5
6/1/08,TWD,Taiwan,75,30,2.5
6/1/08,THB,Thailand,62,33,1.88
6/1/08,TRY,Turkey,5.15,1,5.15
6/1/08,AED,UAE,10,3,3.33
6/1/08,UAH,Ukraine,11,4,2.75
6/1/08,USD,United States,3.21,1,3.21
6/1/08,UYU,Uruguay,61,19,3.21
7/1/09,ARS,Argentina,11.5,3,3.83
7/1/09,AUD,Australia,4.34,1,4.34
7/1/09,BRL,Brazil,8.03,1,8.03
7/1/09,GBP,Britain,2.29,1,2.29
7/1/09,CAD,Canada,3.89,1,3.89
7/1/09,CLP,Chile,1750,548,3.19
7/1/09,CNY,China,12.5,6,2.08
7/1/09,COP,Colombia,7000,2095,3.34
7/1/09,CRC,Costa Rica,2000,582,3.44
7/1/09,CZK,Czech Republic,67.92,18,3.77
7/1/09,DKK,Denmark,29.5,5,5.9
7/1/09,EGP,Egypt,13,5,2.6
7/1/09,EUR,Euro area,3.31,1,3.31
7/1/09,HKD,Hong Kong,13.3,7,1.9
7/1/09,HUF,Hungary,720,199,3.62
7/1/09,IDR,Indonesia,20900,10200,2.05
7/1/09,ILS,Israel,15,3,5
7/1/09,JPY,Japan,320,92,3.48
7/1/09,MYR,Malaysia,6.77,3,2.26
7/1/09,MXN,Mexico,33,13,2.54
7/1/09,NZD,New Zealand,4.9,1,4.9
7/1/09,NOK,Norway,40,6,6.67
7/1/09,PKR,Pakistan,190,82,2.32
7/1/09,PEN,Peru,8.056,3,2.69
7/1/09,PHP,Philippines,99.39,48,2.07
7/1/09,PLN,Poland,7.6,3,2.53
7/1/09,RUB,Russia,67,32,2.09
7/1/09,SAR,Saudi Arabia,11,3,3.67
7/1/09,SGD,Singapore,4.22,1,4.22
7/1/09,ZAR,South Africa,17.95,8,2.24
7/1/09,KRW,South Korea,3400,1314,2.59
7/1/09,LKR,Sri Lanka,210,114,1.84
7/1/09,SEK,Sweden,39,7,5.57
7/1/09,CHF,Switzerland,6.5,1,6.5
7/1/09,TWD,Taiwan,75,33,2.27
7/1/09,THB,Thailand,64.49,34,1.9
7/1/09,TRY,Turkey,5.65,1,5.65
7/1/09,AED,UAE,10,3,3.33
7/1/09,UAH,Ukraine,14,7,2
7/1/09,USD,United States,3.43,1,3.43
7/1/09,UYU,Uruguay,61,23,2.65
1/1/10,ARS,Argentina,7,3,2.33
1/1/10,AUD,Australia,4.35,1,4.35
1/1/10,BRL,Brazil,8.2,1,8.2
1/1/10,GBP,Britain,2.29,1,2.29
1/1/10,CAD,Canada,4.12,1,4.12
1/1/10,CLP,Chile,1600,503,3.18
1/1/10,CNY,China,12.5,6,2.08
1/1/10,COP,Colombia,8200,2095,3.91
1/1/10,CRC,Costa Rica,2050,582,3.52
1/1/10,CZK,Czech Republic,67.64,18,3.76
1/1/10,DKK,Denmark,30.94,5,6.19
1/1/10,EGP,Egypt,13,5,2.6
1/1/10,EUR,Euro area,3.36,1,3.36
1/1/10,HKD,Hong Kong,14.8,7,2.11
1/1/10,HUF,Hungary,720,186,3.87
1/1/10,IDR,Indonesia,20900,9320,2.24
1/1/10,ILS,Israel,14.9,3,4.97
1/1/10,JPY,Japan,320,91,3.52
1/1/10,MYR,Malaysia,7.05,3,2.35
1/1/10,MXN,Mexico,32,12,2.67
1/1/10,NZD,New Zealand,4.9,1,4.9
1/1/10,NOK,Norway,40,5,8
1/1/10,PKR,Pakistan,200,82,2.44
1/1/10,PEN,Peru,8.056,2,4.03
1/1/10,PHP,Philippines,101.52,45,2.26
1/1/10,PLN,Poland,8.1,2,4.05
1/1/10,RUB,Russia,70,29,2.41
1/1/10,SAR,Saudi Arabia,10,3,3.33
1/1/10,SGD,Singapore,4.45,1,4.45
1/1/10,ZAR,South Africa,17.95,7,2.56
1/1/10,KRW,South Korea,3400,1140,2.98
1/1/10,LKR,Sri Lanka,210,114,1.84
1/1/10,SEK,Sweden,39,7,5.57
1/1/10,CHF,Switzerland,6.5,1,6.5
1/1/10,TWD,Taiwan,75,31,2.42
1/1/10,THB,Thailand,70,33,2.12
1/1/10,TRY,Turkey,5.65,1,5.65
1/1/10,AED,UAE,11,3,3.67
1/1/10,UAH,Ukraine,14,7,2
1/1/10,USD,United States,3.43,1,3.43
1/1/10,UYU,Uruguay,77,23,3.35
7/1/10,ARS,Argentina,14,3,4.67
7/1/10,AUD,Australia,4.35,1,4.35
7/1/10,BRL,Brazil,8.71,1,8.71
7/1/10,GBP,Britain,2.29,1,2.29
7/1/10,CAD,Canada,4.17,1,4.17
7/1/10,CLP,Chile,1750,523,3.35
7/1/10,CNY,China,13.2,6,2.2
7/1/10,COP,Colombia,8200,1868,4.39
7/1/10,CRC,Costa Rica,2000,522,3.83
7/1/10,CZK,Czech Republic,67.64,19,3.56
7/1/10,DKK,Denmark,28.5,5,5.7
7/1/10,EGP,Egypt,13,5,2.6
7/1/10,EUR,Euro area,3.380031071,1,3.38
7/1/10,HKD,Hong Kong,14.8,7,2.11
7/1/10,HUF,Hungary,740,221,3.35
7/1/10,IDR,Indonesia,22780,9063,2.51
7/1/10,ILS,Israel,14.9,3,4.97
7/1/10,JPY,Japan,320,87,3.68
7/1/10,MYR,Malaysia,7.05,3,2.35
7/1/10,MXN,Mexico,32,12,2.67
7/1/10,NZD,New Zealand,5,1,5
7/1/10,NOK,Norway,45,6,7.5
7/1/10,PKR,Pakistan,210,85,2.47
7/1/10,PEN,Peru,10,2,5
7/1/10,PHP,Philippines,102,46,2.22
7/1/10,PLN,Poland,8.3,3,2.77
7/1/10,RUB,Russia,71,30,2.37
7/1/10,SAR,Saudi Arabia,10,3,3.33
7/1/10,SGD,Singapore,4.23,1,4.23
7/1/10,ZAR,South Africa,18.45,7,2.64
7/1/10,KRW,South Korea,3400,1204,2.82
7/1/10,LKR,Sri Lanka,210,112,1.88
7/1/10,SEK,Sweden,48.4,7,6.91
7/1/10,CHF,Switzerland,6.5,1,6.5
7/1/10,TWD,Taiwan,75,32,2.34
7/1/10,THB,Thailand,70,32,2.19
7/1/10,TRY,Turkey,5.95,1,5.95
7/1/10,AED,UAE,11,3,3.67
7/1/10,UAH,Ukraine,14.5,7,2.07
7/1/10,USD,United States,3.53,1,3.53
7/1/10,UYU,Uruguay,79,21,3.76
7/1/11,ARS,Argentina,20,4,5
7/1/11,AUD,Australia,4.56,1,4.56
7/1/11,EUR,Austria,3.09,1,3.09
7/1/11,EUR,Belgium,3.75,1,3.75
7/1/11,BRL,Brazil,9.5,1,9.5
7/1/11,GBP,Britain,2.39,1,2.39
7/1/11,CAD,Canada,4.73,1,4.73
7/1/11,CLP,Chile,1850,462,4
7/1/11,CNY,China,14.65,6,2.44
7/1/11,COP,Colombia,8400,1770,4.75
7/1/11,CRC,Costa Rica,2050,504,4.07
7/1/11,CZK,Czech Republic,69.32,17,4.08
7/1/11,DKK,Denmark,28.5,5,5.7
7/1/11,EGP,Egypt,14.09,5,2.82
7/1/11,EUR,Estonia,2.2,1,2.2
7/1/11,EUR,Euro area,3.437660401,1,3.44
7/1/11,EUR,Finland,3.75,1,3.75
7/1/11,EUR,France,3.5,1,3.5
7/1/11,EUR,Germany,3.4,1,3.4
7/1/11,EUR,Greece,3.26,1,3.26
7/1/11,HKD,Hong Kong,15.1,7,2.16
7/1/11,HUF,Hungary,760,188,4.04
7/1/11,INR,India,84,44,1.91
7/1/11,IDR,Indonesia,22534,8523,2.64
7/1/11,EUR,Ireland,3.8,1,3.8
7/1/11,ILS,Israel,15.9,3,5.3
7/1/11,EUR,Italy,3.5,1,3.5
7/1/11,JPY,Japan,320,78,4.1
7/1/11,MYR,Malaysia,7.2,2,3.6
7/1/11,MXN,Mexico,32,11,2.91
7/1/11,EUR,Netherlands,3.25,1,3.25
7/1/11,NZD,New Zealand,5.1,1,5.1
7/1/11,NOK,Norway,45,5,9
7/1/11,PKR,Pakistan,205.13,86,2.39
7/1/11,PEN,Peru,10,2,5
7/1/11,PHP,Philippines,118,42,2.81
7/1/11,PLN,Poland,8.63,2,4.32
7/1/11,EUR,Portugal,2.9,1,2.9
7/1/11,RUB,Russia,75,27,2.78
7/1/11,SAR,Saudi Arabia,10,3,3.33
7/1/11,SGD,Singapore,4.41,1,4.41
7/1/11,ZAR,South Africa,19.45,6,3.24
7/1/11,KRW,South Korea,3700,1056,3.5
7/1/11,EUR,Spain,3.5,1,3.5
7/1/11,LKR,Sri Lanka,280,109,2.57
7/1/11,SEK,Sweden,48.4,6,8.07
7/1/11,CHF,Switzerland,6.5,1,6.5
7/1/11,TWD,Taiwan,75,28,2.68
7/1/11,THB,Thailand,70,29,2.41
7/1/11,TRY,Turkey,6.5,1,6.5
7/1/11,AED,UAE,12,3,4
7/1/11,UAH,Ukraine,16.5,7,2.36
7/1/11,USD,United States,3.64,1,3.64
7/1/11,UYU,Uruguay,90,18,5
7/1/11,VEF,Venezuela,28,4,7
1/1/12,ARS,Argentina,20,4,5
1/1/12,AUD,Australia,4.8,1,4.8
1/1/12,EUR,Austria,3.09,1,3.09
1/1/12,EUR,Belgium,3.7,1,3.7
1/1/12,BRL,Brazil,10.25,1,10.25
1/1/12,GBP,Britain,2.49,1,2.49
1/1/12,CAD,Canada,4.73,1,4.73
1/1/12,CLP,Chile,2050,506,4.05
1/1/12,CNY,China,15.4,6,2.57
1/1/12,COP,Colombia,8400,1852,4.54
1/1/12,CRC,Costa Rica,2050,509,4.03
1/1/12,CZK,Czech Republic,70.22,20,3.51
1/1/12,DKK,Denmark,31.5,5,6.3
1/1/12,EGP,Egypt,15.5,6,2.58
